Left,Satisfaction Level,Work Accident,Average Monthly Hours,Last Evaluation,Years in the Company,salary,Department,Number of Projects,Promoted in the last 5 years?,Date Hired
No,0.48,Yes,162,0.94,3,medium,sales,3,No,2017-07-07T00:00:00Z
No,0.91,Yes,142,0.42,3,medium,sales,2,No,2017-01-29T00:00:00Z
No,0.76,Yes,150,0.62,2,medium,technical,3,No,2018-02-16T00:00:00Z
No,0.48,Yes,223,0.61,3,medium,support,3,No,2017-12-06T00:00:00Z
No,0.66,Yes,183,0.8,2,medium,technical,4,No,2018-12-29T00:00:00Z
No,0.48,Yes,200,0.62,3,medium,RandD,3,No,2017-12-20T00:00:00Z
No,0.74,Yes,186,0.86,3,high,sales,3,No,2017-03-22T00:00:00Z
No,0.7,Yes,235,0.77,3,medium,sales,2,No,2017-11-27T00:00:00Z
No,0.82,Yes,230,0.75,4,medium,accounting,3,No,2016-05-03T00:00:00Z
No,0.68,Yes,247,0.99,2,low,technical,3,No,2018-09-05T00:00:00Z
No,0.59,Yes,188,0.72,3,low,technical,3,No,2017-08-01T00:00:00Z
No,0.99,Yes,197,0.73,4,low,technical,5,No,2016-07-21T00:00:00Z
No,0.86,Yes,207,0.82,4,low,technical,2,No,2016-07-06T00:00:00Z
No,0.94,Yes,197,0.97,5,low,technical,5,No,2015-04-04T00:00:00Z
No,0.84,Yes,270,0.94,3,low,support,4,No,2017-06-30T00:00:00Z
No,0.88,Yes,263,0.98,3,high,technical,3,No,2017-09-20T00:00:00Z
No,0.71,Yes,180,0.69,3,medium,RandD,4,No,2017-01-07T00:00:00Z
No,0.86,Yes,211,0.51,2,low,technical,4,No,2018-07-09T00:00:00Z
No,0.91,Yes,244,0.85,3,medium,sales,3,No,2017-10-01T00:00:00Z
No,0.89,Yes,235,0.7,2,high,accounting,4,No,2018-03-31T00:00:00Z
No,0.81,Yes,219,0.7,2,medium,hr,4,No,2018-06-13T00:00:00Z
No,0.13,Yes,157,1,5,low,technical,4,No,2015-05-08T00:00:00Z
No,0.63,Yes,234,0.61,3,medium,technical,3,No,2017-11-05T00:00:00Z
No,0.79,Yes,205,0.56,4,medium,IT,6,No,2016-06-13T00:00:00Z
No,0.88,Yes,271,0.66,3,medium,IT,4,No,2017-05-19T00:00:00Z
No,0.74,Yes,253,0.7,4,medium,RandD,3,No,2016-01-22T00:00:00Z
No,0.6,Yes,207,0.52,2,medium,RandD,4,No,2018-05-29T00:00:00Z
No,0.88,Yes,214,0.88,2,low,RandD,3,No,2018-08-20T00:00:00Z
No,0.24,Yes,123,0.48,5,low,sales,5,No,2015-05-31T00:00:00Z
No,0.74,Yes,167,0.7,3,low,technical,4,No,2017-12-29T00:00:00Z
No,0.58,Yes,234,0.72,3,low,sales,5,No,2017-07-03T00:00:00Z
No,0.63,Yes,155,0.59,3,medium,sales,3,No,2017-03-18T00:00:00Z
No,0.9,Yes,236,0.79,3,medium,technical,4,No,2017-01-12T00:00:00Z
No,0.63,Yes,145,0.54,2,low,technical,3,No,2018-08-25T00:00:00Z
No,0.59,Yes,219,0.65,3,low,technical,4,No,2017-08-20T00:00:00Z
No,0.14,Yes,267,0.46,6,low,support,2,No,2014-02-26T00:00:00Z
No,0.52,Yes,249,0.49,4,medium,technical,4,No,2016-12-25T00:00:00Z
No,0.21,Yes,269,0.42,4,medium,RandD,4,No,2016-09-05T00:00:00Z
No,0.66,Yes,161,0.57,2,medium,RandD,3,No,2018-08-01T00:00:00Z
No,0.5,Yes,166,0.62,3,low,support,4,No,2017-12-26T00:00:00Z
No,0.13,Yes,185,0.87,4,low,management,3,No,2016-01-06T00:00:00Z
No,0.64,Yes,274,0.86,2,low,sales,5,No,2018-11-29T00:00:00Z
No,0.93,Yes,237,0.84,4,low,sales,3,No,2016-07-18T00:00:00Z
No,0.48,Yes,157,0.74,2,medium,sales,2,No,2018-06-09T00:00:00Z
No,0.9,Yes,218,0.74,2,medium,sales,4,No,2018-03-08T00:00:00Z
No,0.96,Yes,234,0.5,2,medium,sales,3,No,2018-09-05T00:00:00Z
No,0.85,Yes,263,0.78,2,low,technical,5,No,2018-06-17T00:00:00Z
No,0.31,Yes,183,0.64,2,low,technical,6,No,2018-07-18T00:00:00Z
No,0.87,Yes,172,0.73,3,low,support,3,No,2017-08-22T00:00:00Z
No,0.58,Yes,110,0.6,3,low,support,3,No,2017-01-22T00:00:00Z
No,0.69,Yes,151,0.68,3,low,support,3,No,2017-01-12T00:00:00Z
No,0.5,Yes,270,0.6,3,medium,management,3,No,2017-02-10T00:00:00Z
No,0.81,Yes,133,0.83,3,medium,IT,3,No,2017-11-06T00:00:00Z
No,0.71,Yes,278,0.36,4,high,product_mng,4,No,2016-08-01T00:00:00Z
No,0.67,Yes,174,0.56,2,medium,RandD,5,No,2018-02-09T00:00:00Z
No,0.72,Yes,144,0.76,3,low,accounting,4,No,2017-06-12T00:00:00Z
No,0.66,Yes,100,0.75,4,low,support,6,No,2016-07-06T00:00:00Z
No,0.76,Yes,219,0.8,4,low,sales,2,No,2016-01-24T00:00:00Z
No,0.95,Yes,263,0.71,2,medium,sales,3,No,2018-03-04T00:00:00Z
No,0.71,Yes,224,0.63,3,medium,sales,5,No,2017-05-23T00:00:00Z
No,0.91,Yes,218,0.68,3,medium,accounting,3,No,2017-05-29T00:00:00Z
No,0.52,Yes,150,0.92,2,medium,technical,3,No,2018-05-10T00:00:00Z
No,0.59,Yes,245,0.9,3,low,technical,3,No,2017-01-19T00:00:00Z
No,0.71,Yes,182,0.8,2,low,technical,3,No,2018-09-12T00:00:00Z
No,0.55,Yes,132,0.41,5,medium,support,4,No,2015-07-03T00:00:00Z
No,0.8,Yes,246,0.64,3,medium,technical,4,No,2017-11-26T00:00:00Z
No,0.78,Yes,233,0.79,3,high,RandD,5,No,2017-10-20T00:00:00Z
No,0.91,Yes,147,0.53,4,high,support,3,No,2016-12-31T00:00:00Z
No,0.63,Yes,160,0.98,4,low,marketing,3,No,2016-03-19T00:00:00Z
No,0.83,Yes,156,0.94,3,low,sales,5,No,2017-04-23T00:00:00Z
No,0.92,Yes,154,0.96,2,low,sales,3,No,2018-09-15T00:00:00Z
No,0.84,Yes,237,0.53,3,low,sales,3,No,2017-08-19T00:00:00Z
No,0.86,Yes,152,0.51,3,low,sales,4,No,2017-06-10T00:00:00Z
No,0.76,Yes,214,0.56,2,medium,sales,4,No,2018-04-19T00:00:00Z
No,0.61,Yes,275,0.99,3,medium,sales,2,No,2017-09-16T00:00:00Z
No,0.79,Yes,160,0.93,4,medium,accounting,5,No,2016-01-27T00:00:00Z
No,0.59,Yes,141,0.61,2,medium,hr,4,No,2018-04-27T00:00:00Z
No,0.6,Yes,191,0.73,5,low,technical,3,No,2015-06-22T00:00:00Z
No,0.7,Yes,181,0.91,2,low,technical,4,No,2018-02-26T00:00:00Z
No,0.69,Yes,267,0.78,2,low,support,5,No,2018-06-08T00:00:00Z
No,0.34,Yes,169,0.46,2,low,support,2,No,2018-12-19T00:00:00Z
No,0.98,Yes,223,0.77,2,medium,support,5,No,2018-08-29T00:00:00Z
No,0.54,Yes,151,0.61,4,medium,support,4,No,2016-02-09T00:00:00Z
No,0.9,Yes,261,0.66,3,medium,product_mng,3,No,2017-05-10T00:00:00Z
No,0.79,Yes,101,0.78,2,medium,product_mng,3,No,2018-11-06T00:00:00Z
No,0.66,Yes,155,0.4,5,medium,support,2,No,2015-10-04T00:00:00Z
No,0.55,Yes,256,0.77,3,low,sales,3,No,2017-12-31T00:00:00Z
No,0.81,Yes,227,0.8,2,low,sales,4,No,2018-01-21T00:00:00Z
No,0.5,Yes,265,0.88,3,low,sales,4,No,2017-11-12T00:00:00Z
No,0.94,Yes,251,0.57,2,medium,sales,4,No,2018-11-25T00:00:00Z
No,0.66,Yes,198,0.69,3,medium,hr,4,No,2017-06-06T00:00:00Z
No,0.55,Yes,211,0.74,3,high,technical,3,No,2017-06-13T00:00:00Z
No,0.85,Yes,233,0.55,2,low,technical,4,No,2018-10-15T00:00:00Z
No,0.85,Yes,184,0.9,3,low,support,3,No,2017-04-29T00:00:00Z
No,0.99,Yes,140,0.62,2,low,support,4,No,2018-12-17T00:00:00Z
No,0.55,Yes,201,0.63,2,high,support,3,No,2018-12-20T00:00:00Z
No,0.69,Yes,167,0.69,3,low,support,4,No,2017-11-27T00:00:00Z
No,0.69,Yes,231,0.9,2,low,support,5,No,2018-06-09T00:00:00Z
No,0.17,Yes,226,0.88,3,high,technical,6,No,2017-04-18T00:00:00Z
No,0.5,Yes,177,0.6,3,medium,IT,2,No,2017-01-11T00:00:00Z
No,0.65,Yes,128,0.37,3,medium,product_mng,5,No,2017-08-13T00:00:00Z
No,0.85,Yes,151,0.92,3,medium,IT,4,No,2017-08-12T00:00:00Z
No,0.94,Yes,151,0.71,2,low,sales,4,No,2018-04-15T00:00:00Z
No,0.19,Yes,143,0.5,5,low,sales,6,No,2015-12-06T00:00:00Z
No,0.18,Yes,223,0.64,4,low,sales,3,No,2016-07-14T00:00:00Z
No,0.65,Yes,261,0.55,3,medium,technical,5,No,2017-04-24T00:00:00Z
No,0.84,Yes,146,0.73,5,high,technical,3,No,2015-09-08T00:00:00Z
No,0.62,Yes,165,0.69,4,medium,technical,4,No,2016-10-28T00:00:00Z
No,0.68,Yes,186,0.8,3,low,support,4,No,2017-03-22T00:00:00Z
No,0.71,Yes,142,0.76,2,low,support,4,No,2018-05-09T00:00:00Z
No,0.92,Yes,149,0.69,6,medium,RandD,4,No,2014-01-28T00:00:00Z
No,0.42,Yes,103,0.56,3,medium,marketing,2,No,2017-03-11T00:00:00Z
No,0.85,Yes,153,0.82,3,low,sales,3,No,2017-05-12T00:00:00Z
No,0.84,Yes,172,0.76,5,medium,technical,5,No,2015-07-20T00:00:00Z
No,0.85,Yes,137,0.55,3,low,sales,3,No,2017-12-09T00:00:00Z
No,0.87,Yes,214,0.56,3,low,sales,2,No,2017-03-10T00:00:00Z
No,0.44,Yes,183,0.57,2,low,sales,5,No,2018-10-27T00:00:00Z
No,0.38,Yes,187,0.5,2,medium,sales,2,No,2018-03-12T00:00:00Z
No,0.86,Yes,208,0.83,2,medium,hr,5,No,2018-04-30T00:00:00Z
No,0.14,Yes,273,0.68,5,medium,hr,4,No,2015-03-08T00:00:00Z
No,0.7,Yes,139,0.91,3,medium,technical,5,No,2017-09-06T00:00:00Z
No,0.17,Yes,241,0.61,5,low,technical,3,No,2015-01-31T00:00:00Z
No,0.59,Yes,159,0.73,3,medium,technical,3,No,2017-04-19T00:00:00Z
No,0.67,Yes,141,0.94,2,low,support,4,No,2018-03-23T00:00:00Z
No,0.52,Yes,150,0.92,2,low,support,4,No,2018-09-19T00:00:00Z
No,0.76,Yes,192,0.44,4,low,technical,4,No,2016-03-27T00:00:00Z
No,0.44,Yes,170,0.55,3,low,IT,3,No,2017-12-19T00:00:00Z
No,0.81,Yes,170,0.75,3,medium,product_mng,5,No,2017-11-27T00:00:00Z
No,0.93,Yes,201,0.74,3,medium,IT,4,No,2017-11-01T00:00:00Z
No,0.2,Yes,224,0.97,5,medium,support,6,No,2015-07-24T00:00:00Z
No,0.73,Yes,243,0.75,5,medium,technical,2,No,2015-12-19T00:00:00Z
No,0.94,Yes,238,0.8,3,medium,management,4,No,2017-09-15T00:00:00Z
No,0.15,Yes,176,0.74,3,low,sales,2,No,2017-09-06T00:00:00Z
No,0.59,Yes,265,0.93,3,low,sales,3,No,2017-03-21T00:00:00Z
No,0.55,Yes,138,0.64,3,low,sales,3,No,2017-10-22T00:00:00Z
No,0.42,Yes,163,0.75,2,low,sales,3,No,2018-12-06T00:00:00Z
No,0.72,Yes,146,0.51,2,low,sales,3,No,2018-06-07T00:00:00Z
No,0.74,Yes,177,0.59,4,medium,sales,4,No,2016-03-13T00:00:00Z
No,0.63,Yes,177,0.4,2,medium,sales,6,No,2018-12-12T00:00:00Z
No,0.58,Yes,162,0.73,3,medium,technical,5,No,2017-12-05T00:00:00Z
No,0.56,Yes,197,0.48,3,high,technical,4,No,2017-03-13T00:00:00Z
No,0.78,Yes,255,0.72,4,low,management,3,No,2016-09-27T00:00:00Z
No,0.63,Yes,217,0.76,2,medium,IT,4,No,2019-01-01T00:00:00Z
No,0.94,Yes,215,0.6,2,medium,IT,4,No,2018-05-07T00:00:00Z
No,0.94,Yes,231,0.76,3,high,RandD,4,No,2017-05-29T00:00:00Z
No,0.67,Yes,221,0.81,4,medium,accounting,3,No,2016-10-24T00:00:00Z
No,0.54,Yes,138,0.42,3,medium,support,3,No,2017-08-17T00:00:00Z
No,0.94,Yes,250,0.91,3,low,management,3,No,2017-01-14T00:00:00Z
No,0.45,Yes,164,0.92,4,low,marketing,6,No,2016-08-21T00:00:00Z
No,0.92,Yes,161,0.67,4,low,marketing,4,No,2016-06-19T00:00:00Z
No,0.63,Yes,274,0.56,5,low,sales,4,No,2016-01-02T00:00:00Z
No,0.8,Yes,181,0.66,3,low,sales,4,No,2017-11-19T00:00:00Z
No,0.72,Yes,226,0.54,2,low,sales,3,No,2018-03-28T00:00:00Z
No,0.96,Yes,252,0.49,3,medium,sales,4,No,2017-10-26T00:00:00Z
No,0.24,Yes,226,0.54,4,medium,accounting,4,No,2016-11-09T00:00:00Z
No,0.49,Yes,221,0.99,2,medium,technical,3,No,2018-05-31T00:00:00Z
No,0.59,Yes,227,0.62,4,low,technical,4,No,2016-05-25T00:00:00Z
No,0.62,Yes,149,0.75,2,medium,technical,3,No,2018-07-09T00:00:00Z
No,0.53,Yes,249,0.83,3,low,technical,4,No,2017-03-02T00:00:00Z
No,0.69,Yes,266,0.74,2,low,support,4,No,2018-03-15T00:00:00Z
No,1,Yes,182,0.93,3,medium,support,5,No,2017-08-28T00:00:00Z
No,0.15,Yes,146,0.61,6,medium,technical,3,No,2014-11-13T00:00:00Z
No,0.31,Yes,259,0.54,5,medium,technical,5,No,2015-12-11T00:00:00Z
No,0.84,Yes,185,0.85,3,medium,IT,4,No,2017-10-07T00:00:00Z
No,0.64,Yes,149,0.57,3,medium,product_mng,5,No,2017-02-15T00:00:00Z
No,0.83,Yes,171,0.88,3,medium,IT,5,No,2017-01-20T00:00:00Z
No,0.17,Yes,232,0.41,3,medium,RandD,4,No,2017-01-21T00:00:00Z
No,0.19,Yes,126,0.5,3,medium,RandD,5,No,2017-04-30T00:00:00Z
No,0.65,Yes,137,0.57,4,high,sales,3,No,2016-12-27T00:00:00Z
No,0.61,Yes,199,0.97,3,high,accounting,3,No,2017-03-01T00:00:00Z
No,0.53,Yes,181,0.96,3,high,support,3,No,2017-11-24T00:00:00Z
No,0.47,Yes,171,0.62,5,high,marketing,6,No,2015-04-17T00:00:00Z
No,1,Yes,216,0.97,3,low,sales,3,No,2017-01-28T00:00:00Z
No,0.16,Yes,205,0.74,4,low,sales,5,No,2016-08-07T00:00:00Z
No,0.54,Yes,129,0.67,3,low,sales,2,No,2017-05-28T00:00:00Z
No,0.77,Yes,216,0.76,3,medium,accounting,2,No,2017-09-14T00:00:00Z
No,0.9,Yes,259,0.99,3,medium,technical,3,No,2017-03-04T00:00:00Z
No,0.73,Yes,215,0.71,6,medium,technical,5,No,2014-06-22T00:00:00Z
No,0.68,Yes,162,0.91,3,medium,technical,4,No,2017-02-06T00:00:00Z
No,0.63,Yes,242,0.9,3,high,technical,2,No,2017-10-18T00:00:00Z
No,0.48,Yes,140,0.71,3,low,support,2,No,2017-04-29T00:00:00Z
No,0.84,Yes,215,0.76,2,low,support,5,No,2018-01-29T00:00:00Z
No,0.45,Yes,268,0.88,3,medium,support,5,No,2017-02-13T00:00:00Z
No,0.96,Yes,184,0.7,2,medium,product_mng,5,No,2018-04-03T00:00:00Z
No,0.61,Yes,217,0.5,4,medium,product_mng,4,No,2016-02-23T00:00:00Z
No,0.49,Yes,255,0.71,2,low,accounting,3,No,2018-01-21T00:00:00Z
No,0.96,Yes,272,0.84,4,medium,sales,4,No,2016-12-03T00:00:00Z
No,0.96,Yes,158,0.5,2,medium,sales,3,No,2018-12-09T00:00:00Z
No,0.87,Yes,216,0.53,6,medium,sales,6,No,2015-01-02T00:00:00Z
No,0.89,Yes,258,0.68,2,low,sales,4,No,2018-05-16T00:00:00Z
No,0.71,Yes,238,0.99,4,high,sales,4,No,2016-12-22T00:00:00Z
No,0.53,Yes,150,0.88,3,high,accounting,3,No,2018-01-01T00:00:00Z
No,0.82,Yes,187,0.92,3,medium,hr,3,No,2017-03-25T00:00:00Z
No,0.76,Yes,138,0.49,2,medium,technical,3,No,2018-03-25T00:00:00Z
No,0.52,Yes,141,0.47,5,low,support,6,No,2015-08-28T00:00:00Z
No,0.78,Yes,197,0.8,3,low,technical,4,No,2017-10-05T00:00:00Z
No,0.92,Yes,197,0.56,2,medium,product_mng,5,No,2018-01-06T00:00:00Z
No,0.64,Yes,175,0.89,3,high,product_mng,3,No,2017-05-16T00:00:00Z
No,0.88,Yes,266,0.58,3,medium,marketing,5,No,2017-01-13T00:00:00Z
No,0.83,Yes,217,0.88,2,high,support,3,No,2018-02-15T00:00:00Z
No,0.41,Yes,185,0.61,2,medium,sales,3,No,2018-02-21T00:00:00Z
No,0.83,Yes,232,0.77,2,medium,sales,3,No,2018-12-15T00:00:00Z
No,0.88,Yes,200,0.72,2,medium,sales,3,No,2018-07-28T00:00:00Z
No,0.51,Yes,251,0.5,3,low,sales,5,No,2017-10-27T00:00:00Z
No,0.91,Yes,159,0.71,3,low,sales,2,No,2017-09-07T00:00:00Z
No,0.61,Yes,138,0.98,5,medium,hr,3,No,2015-08-02T00:00:00Z
No,0.89,Yes,182,0.71,2,medium,hr,5,No,2018-08-29T00:00:00Z
No,0.6,Yes,152,0.78,3,medium,technical,4,No,2017-11-12T00:00:00Z
No,0.62,Yes,222,0.51,3,medium,technical,3,No,2017-03-06T00:00:00Z
No,0.59,Yes,219,0.9,2,medium,technical,2,No,2018-05-29T00:00:00Z
No,0.36,Yes,113,0.94,5,medium,technical,3,No,2015-02-11T00:00:00Z
No,0.98,Yes,221,0.76,3,low,technical,4,No,2017-12-23T00:00:00Z
No,0.2,Yes,269,0.57,5,low,IT,4,No,2015-03-16T00:00:00Z
No,0.74,Yes,246,0.51,3,medium,marketing,4,No,2017-02-02T00:00:00Z
No,0.76,Yes,173,0.98,3,low,sales,4,No,2017-10-18T00:00:00Z
No,0.6,Yes,270,0.93,3,low,sales,5,No,2017-04-22T00:00:00Z
No,0.83,Yes,211,0.53,4,low,sales,3,No,2016-08-09T00:00:00Z
No,0.7,Yes,162,0.92,3,low,sales,3,No,2017-07-30T00:00:00Z
No,0.84,Yes,253,0.97,2,low,sales,4,No,2018-08-05T00:00:00Z
No,0.81,Yes,143,0.96,3,medium,technical,4,No,2017-01-15T00:00:00Z
No,0.98,Yes,265,0.61,2,medium,technical,4,No,2018-09-30T00:00:00Z
No,0.44,Yes,133,0.45,2,medium,support,3,No,2018-11-25T00:00:00Z
No,0.97,Yes,235,0.75,3,low,support,5,No,2017-08-09T00:00:00Z
No,0.62,Yes,177,0.71,3,low,IT,3,No,2017-09-09T00:00:00Z
No,0.82,Yes,231,0.78,2,low,IT,5,No,2018-06-26T00:00:00Z
No,0.75,Yes,257,0.69,2,low,product_mng,2,No,2018-03-25T00:00:00Z
No,0.83,Yes,232,0.53,3,low,product_mng,3,No,2017-12-08T00:00:00Z
No,0.54,Yes,155,0.49,2,medium,marketing,2,No,2018-08-26T00:00:00Z
No,0.36,Yes,116,0.65,2,low,sales,3,No,2018-11-03T00:00:00Z
No,0.91,Yes,167,0.91,2,low,sales,6,No,2018-08-14T00:00:00Z
No,0.71,Yes,248,0.92,3,low,sales,4,No,2017-07-06T00:00:00Z
No,0.68,Yes,148,1,4,low,sales,3,No,2016-07-13T00:00:00Z
No,0.65,Yes,269,0.86,2,medium,hr,4,No,2018-08-13T00:00:00Z
No,0.89,Yes,185,0.78,2,medium,technical,3,No,2018-06-25T00:00:00Z
No,0.68,Yes,190,0.76,3,medium,technical,3,No,2017-02-08T00:00:00Z
No,0.86,Yes,134,0.6,2,low,support,5,No,2018-06-14T00:00:00Z
No,0.29,Yes,152,0.77,3,low,technical,3,No,2017-03-21T00:00:00Z
No,0.85,Yes,143,0.58,6,medium,IT,4,No,2014-03-10T00:00:00Z
No,0.58,Yes,145,0.71,3,medium,RandD,4,Yes,2017-04-27T00:00:00Z
No,0.95,Yes,175,0.96,3,medium,RandD,5,Yes,2017-02-27T00:00:00Z
No,0.25,Yes,218,0.59,3,low,sales,4,No,2017-05-31T00:00:00Z
No,0.93,Yes,135,0.96,3,low,sales,5,No,2017-04-23T00:00:00Z
No,0.71,Yes,263,0.65,2,medium,technical,4,Yes,2018-08-23T00:00:00Z
No,0.65,Yes,233,0.8,3,medium,support,6,Yes,2017-07-15T00:00:00Z
No,1,Yes,246,0.76,3,medium,support,6,Yes,2017-06-12T00:00:00Z
No,0.8,Yes,183,0.83,2,low,support,4,Yes,2018-02-11T00:00:00Z
No,0.83,Yes,182,0.53,2,medium,technical,5,No,2018-02-13T00:00:00Z
No,0.77,Yes,184,0.97,3,medium,marketing,3,No,2017-03-24T00:00:00Z
No,0.94,Yes,230,0.89,3,high,marketing,3,No,2017-01-18T00:00:00Z
No,0.69,Yes,227,0.84,3,high,sales,3,No,2017-08-04T00:00:00Z
No,0.9,Yes,156,0.68,3,high,sales,3,No,2017-02-22T00:00:00Z
No,0.95,Yes,242,0.64,5,low,sales,3,No,2015-04-18T00:00:00Z
No,0.68,Yes,254,0.8,2,low,sales,2,No,2018-08-23T00:00:00Z
No,0.93,Yes,272,0.68,2,low,sales,3,No,2018-02-14T00:00:00Z
No,0.65,Yes,205,0.53,3,medium,technical,5,No,2017-10-06T00:00:00Z
No,0.79,Yes,240,0.87,2,medium,technical,5,No,2018-01-06T00:00:00Z
No,0.98,Yes,180,0.81,2,high,support,3,No,2018-02-17T00:00:00Z
No,0.24,Yes,228,0.89,4,high,support,5,No,2016-05-08T00:00:00Z
No,0.92,Yes,243,0.79,3,high,support,5,No,2017-03-21T00:00:00Z
No,0.91,Yes,220,0.81,3,low,support,3,No,2017-04-23T00:00:00Z
No,0.8,Yes,141,0.94,3,medium,product_mng,4,No,2017-06-11T00:00:00Z
No,0.75,Yes,158,0.78,5,medium,RandD,4,No,2015-07-08T00:00:00Z
No,0.95,Yes,236,0.76,2,medium,sales,3,No,2018-10-02T00:00:00Z
No,0.66,Yes,169,0.57,4,medium,marketing,3,No,2016-10-22T00:00:00Z
No,0.62,Yes,169,0.87,2,medium,sales,6,No,2018-07-18T00:00:00Z
No,0.55,Yes,101,0.64,2,medium,sales,3,No,2018-03-12T00:00:00Z
No,0.98,Yes,203,0.88,5,medium,sales,5,No,2015-07-16T00:00:00Z
No,0.65,Yes,131,0.48,3,medium,sales,3,No,2017-09-02T00:00:00Z
No,0.23,Yes,212,0.66,4,low,accounting,4,No,2016-12-17T00:00:00Z
No,0.76,Yes,242,0.72,5,medium,technical,3,No,2015-02-02T00:00:00Z
No,0.77,Yes,178,0.61,2,high,support,4,No,2018-10-19T00:00:00Z
No,0.73,Yes,224,0.5,4,low,support,4,No,2016-07-25T00:00:00Z
No,0.5,Yes,133,0.82,2,low,product_mng,3,No,2018-10-17T00:00:00Z
No,0.49,Yes,213,0.58,4,low,product_mng,4,No,2016-08-21T00:00:00Z
No,1,Yes,245,0.73,2,low,product_mng,3,No,2018-08-31T00:00:00Z
No,0.82,Yes,160,0.75,3,high,product_mng,5,No,2017-05-08T00:00:00Z
No,0.76,Yes,135,0.96,3,low,RandD,4,Yes,2017-03-30T00:00:00Z
No,0.7,Yes,178,0.64,3,high,marketing,4,Yes,2017-12-21T00:00:00Z
No,0.56,Yes,191,0.54,2,medium,sales,4,Yes,2018-02-25T00:00:00Z
No,0.24,Yes,275,0.65,5,medium,support,6,Yes,2015-10-17T00:00:00Z
No,0.68,Yes,263,0.99,3,medium,marketing,3,Yes,2017-06-25T00:00:00Z
No,0.61,Yes,271,0.5,3,medium,sales,4,No,2017-04-17T00:00:00Z
No,0.5,Yes,165,0.74,2,medium,sales,4,No,2018-04-30T00:00:00Z
No,0.14,Yes,153,0.83,5,medium,sales,5,No,2015-04-22T00:00:00Z
No,0.7,Yes,253,0.55,2,low,accounting,3,No,2018-11-27T00:00:00Z
No,0.6,Yes,177,0.55,3,low,accounting,3,No,2017-11-08T00:00:00Z
No,0.52,Yes,218,0.51,2,medium,technical,3,No,2018-05-08T00:00:00Z
No,0.85,Yes,190,0.57,2,medium,technical,5,No,2018-05-10T00:00:00Z
No,1,Yes,162,0.8,3,medium,technical,5,No,2017-10-28T00:00:00Z
No,0.63,Yes,141,0.58,3,medium,technical,4,No,2017-04-01T00:00:00Z
No,0.73,Yes,162,0.93,2,medium,support,4,No,2018-03-20T00:00:00Z
No,0.97,Yes,257,0.91,3,low,technical,4,No,2017-09-27T00:00:00Z
No,0.91,Yes,226,0.63,3,low,IT,4,No,2017-07-10T00:00:00Z
No,0.49,Yes,148,0.61,2,low,RandD,3,No,2018-09-19T00:00:00Z
No,0.86,Yes,160,0.53,2,medium,sales,4,No,2018-03-24T00:00:00Z
No,0.6,Yes,245,0.81,3,medium,support,4,No,2017-01-14T00:00:00Z
No,0.6,Yes,261,0.88,3,medium,marketing,3,No,2017-01-22T00:00:00Z
No,0.76,Yes,204,0.68,3,low,sales,4,No,2017-12-01T00:00:00Z
No,0.89,Yes,224,0.91,3,low,sales,5,No,2017-12-11T00:00:00Z
No,0.78,Yes,150,0.58,3,low,technical,3,No,2017-09-03T00:00:00Z
No,0.92,Yes,259,0.49,3,medium,support,5,No,2017-01-22T00:00:00Z
No,0.91,Yes,188,0.99,3,medium,support,3,No,2017-10-09T00:00:00Z
No,0.95,Yes,207,0.69,2,low,technical,4,No,2018-10-03T00:00:00Z
No,0.57,Yes,167,0.61,2,low,IT,3,No,2018-04-04T00:00:00Z
No,0.59,Yes,163,0.65,3,low,RandD,4,No,2017-10-21T00:00:00Z
No,0.16,Yes,211,0.96,6,low,RandD,6,No,2014-04-05T00:00:00Z
No,0.84,Yes,151,0.8,3,low,RandD,3,No,2017-03-18T00:00:00Z
No,0.66,Yes,199,0.91,3,low,marketing,5,No,2017-08-26T00:00:00Z
No,0.57,Yes,154,0.68,3,medium,management,4,No,2017-11-12T00:00:00Z
No,0.95,Yes,204,0.78,2,medium,marketing,3,No,2018-01-24T00:00:00Z
No,0.9,Yes,261,0.78,2,medium,sales,4,No,2018-12-01T00:00:00Z
No,0.9,Yes,225,0.78,2,medium,sales,4,No,2018-06-24T00:00:00Z
No,0.65,Yes,238,0.78,5,low,hr,4,No,2015-03-21T00:00:00Z
No,0.55,Yes,217,0.93,3,low,technical,3,No,2017-09-19T00:00:00Z
No,0.95,Yes,267,0.7,3,low,technical,4,No,2017-10-30T00:00:00Z
No,0.39,Yes,106,0.38,3,medium,support,2,No,2017-06-18T00:00:00Z
No,0.5,Yes,180,0.49,3,low,marketing,3,No,2017-05-25T00:00:00Z
No,0.84,Yes,161,0.96,2,low,sales,3,No,2018-12-27T00:00:00Z
No,0.77,Yes,215,0.89,5,medium,management,2,No,2015-12-23T00:00:00Z
No,0.88,Yes,182,0.96,4,medium,marketing,5,No,2016-06-04T00:00:00Z
No,0.74,Yes,257,0.59,4,medium,sales,2,No,2016-10-08T00:00:00Z
No,0.14,Yes,138,0.81,3,high,sales,4,No,2017-01-03T00:00:00Z
No,0.97,Yes,270,0.75,3,medium,sales,5,No,2017-10-11T00:00:00Z
No,0.79,Yes,98,0.82,3,low,hr,3,No,2017-04-01T00:00:00Z
No,0.55,Yes,187,0.91,4,low,hr,4,No,2016-04-19T00:00:00Z
No,0.53,Yes,223,0.92,3,low,technical,4,No,2017-04-30T00:00:00Z
